,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
23260,"Whitehall,",1.7,233.6,330.0,330.0,202.1,1.0,0.7,0.6
23261,namely,0.8,160.0,160.0,183.8,152.0,0.7,0.1,0.1
23262,that,0.8,165.3,165.3,196.2,148.45,0.6,0.2,0.2
23263,a,0.4,81.1,81.1,81.1,81.1,0.4,0.0,0.0
23264,working,0.9,130.9,130.9,198.3,141.43333333333334,0.7,0.2,0.1
23265,hypothesis,1.2,182.7,265.7,265.7,168.25,0.8,0.4,0.4
23266,exists,0.7,116.0,116.0,141.7,126.1,0.6,0.1,0.1
23267,that,0.5,105.7,105.7,105.7,105.7,0.5,0.0,0.0
23268,would,1.4,162.0,203.0,225.0,146.5,0.9,0.5,0.5
23269,allow,1.0,136.8,146.0,188.0,152.75,0.8,0.2,0.2
23270,a,0.2,47.0,47.0,47.0,47.0,0.2,0.0,0.0
23271,euro-referendum,3.1,179.6,399.1,637.5,212.22857142857143,1.0,2.1,0.9
23272,as,0.5,104.1,134.7,104.1,104.1,0.5,0.0,0.0
23273,early,1.0,179.2,179.2,195.4,176.4,0.9,0.1,0.1
23274,as,0.2,30.6,30.6,50.1,25.05,0.1,0.1,0.1
23275,spring,1.3,218.2,237.0,261.3,213.78333333333336,1.0,0.3,0.2
23276,2003.,0.9,182.6,217.5,217.5,179.15,0.7,0.2,0.2
23277,And,0.1,14.0,14.0,14.0,14.0,0.1,0.0,0.0
23278,while,1.0,102.0,130.2,156.5,103.7,0.7,0.3,0.3
23279,what,0.6,64.8,72.7,81.3,62.3,0.4,0.2,0.2
23280,Mr,0.6,96.4,111.7,137.6,82.75,0.4,0.2,0.2
23281,Hain,1.0,168.1,180.4,197.6,168.7,0.8,0.2,0.2
23282,said,1.0,144.6,163.2,198.5,142.05,0.7,0.3,0.3
23283,wasn't,1.7,171.5,352.2,352.2,160.69166666666666,0.8,0.9,0.5
23284,really,1.1,161.9,200.6,200.6,153.5,0.9,0.2,0.2
23285,"new,",0.7,112.6,112.6,112.6,112.6,0.7,0.0,0.0
23286,some,0.9,137.5,146.3,177.4,135.05,0.7,0.2,0.2
23287,of,0.6,140.0,140.0,140.0,140.0,0.6,0.0,0.0
23288,what,1.0,188.1,188.1,232.1,185.95,0.8,0.2,0.2
23289,Mr,0.2,53.4,53.4,53.4,53.4,0.2,0.0,0.0
23290,Straw,1.1,149.4,159.3,196.3,140.53333333333333,0.8,0.3,0.2
23291,says,1.0,213.0,213.0,231.6,213.15,0.9,0.1,0.1
23292,today,0.9,120.9,150.9,150.9,120.16666666666667,0.7,0.2,0.1
23293,will,0.3,57.5,57.5,57.5,57.5,0.3,0.0,0.0
23294,be.,0.5,54.0,54.0,106.1,58.7,0.3,0.2,0.2
23295,"True,",1.0,143.1,193.7,249.5,126.76666666666668,0.6,0.4,0.3
23296,the,0.8,112.3,112.3,136.5,102.6,0.6,0.2,0.2
23297,intriguing,1.8,203.3,314.1,384.1,198.4,0.9,0.9,0.6
23298,idea,1.3,156.3,166.4,237.8,150.05,0.8,0.5,0.4
23299,"of,",1.1,122.0,148.5,159.6,116.35,0.8,0.3,0.3
23300,in,0.6,77.6,77.6,84.2,69.5,0.5,0.1,0.1
23301,"effect,",1.1,219.3,249.0,267.5,223.9,0.9,0.2,0.2
23302,a,0.2,16.9,39.0,39.0,19.5,0.1,0.1,0.1
23303,full-time,1.2,177.9,220.3,220.3,171.33333333333331,0.9,0.3,0.2
23304,President,1.3,154.5,230.6,230.6,140.1,0.8,0.5,0.5
23305,of,0.4,63.6,63.6,63.6,63.6,0.4,0.0,0.0
23306,the,0.1,41.5,41.5,41.5,41.5,0.1,0.0,0.0
23307,"EU,",0.3,76.5,76.5,76.5,76.5,0.3,0.0,0.0
23308,at,0.4,122.3,122.3,122.3,122.3,0.4,0.0,0.0
23309,the,0.2,49.3,49.3,49.3,49.3,0.2,0.0,0.0
23310,very,0.6,157.8,157.8,157.8,157.8,0.6,0.0,0.0
23311,least,1.1,107.5,107.5,193.4,118.55,0.6,0.5,0.3
23312,complementary,3.5,184.5,283.9,731.0,169.69476190476192,0.8,2.7,0.8
23313,to,0.3,47.5,47.5,55.5,39.65,0.2,0.1,0.1
23314,the,0.8,109.3,109.3,148.5,113.5,0.6,0.2,0.2
23315,Commission,1.7,205.3,240.3,388.5,218.08333333333334,0.9,0.8,0.5
23316,"President,",1.7,163.9,219.7,319.6,162.8,0.8,0.9,0.4
23317,is,0.3,91.2,91.2,91.2,91.2,0.3,0.0,0.0
23318,floated,1.6,219.3,292.1,433.2,234.48333333333335,0.8,0.8,0.6
23319,as,0.3,89.3,89.3,89.3,89.3,0.3,0.0,0.0
23320,an,0.8,166.6,182.9,182.9,167.1,0.7,0.1,0.1
23321,option,1.1,169.1,186.7,229.9,163.1,0.8,0.3,0.3
23322,in,0.5,84.0,84.0,84.0,84.0,0.5,0.0,0.0
23323,terms,1.2,156.4,156.4,261.6,151.3,0.7,0.5,0.3
23324,so,0.6,95.6,95.6,111.2,95.35,0.5,0.1,0.1
23325,opaque,1.8,234.1,346.7,405.2,230.8833333333333,1.0,0.8,0.5
23326,as,0.5,95.7,95.7,95.7,95.7,0.5,0.0,0.0
23327,to,0.7,102.4,102.4,152.4,111.55,0.5,0.2,0.2
23328,be,0.5,53.3,53.3,70.9,59.25,0.4,0.1,0.1
23329,almost,1.6,198.9,228.7,291.8,195.53333333333333,1.0,0.6,0.5
23330,invisible.,1.4,181.7,216.7,288.5,188.03333333333333,0.9,0.5,0.4
23331,But,0.5,101.9,116.7,116.7,87.55,0.4,0.1,0.1
23332,"others,",1.3,166.1,190.6,231.2,154.7,0.9,0.4,0.4
23333,such,1.0,146.6,169.6,178.8,142.55,0.8,0.2,0.2
23334,as,0.3,40.3,40.3,40.3,40.3,0.3,0.0,0.0
23335,rotating,0.9,109.5,123.7,156.6,108.58333333333334,0.6,0.3,0.2
23336,the,0.2,46.3,46.3,46.3,46.3,0.2,0.0,0.0
23337,presidencies,2.1,218.3,359.5,435.7,220.9416666666667,1.0,1.1,0.6
23338,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23339,the,0.3,59.7,59.7,59.7,59.7,0.3,0.0,0.0
23340,ministerial,1.9,206.6,314.0,387.7,213.8,1.0,0.9,0.7
23341,"councils,",1.3,203.7,242.6,242.6,200.6,1.0,0.3,0.2
23342,which,0.9,134.7,161.9,161.9,137.8,0.8,0.1,0.1
23343,cover,1.0,203.6,203.6,203.6,203.6,1.0,0.0,0.0
23344,subjects,1.2,157.5,202.4,202.4,147.65,0.9,0.3,0.3
23345,ranging,1.0,153.0,153.0,266.6,157.4,0.6,0.4,0.1
23346,from,0.4,41.0,47.1,62.9,31.45,0.2,0.2,0.2
23347,agriculture,2.2,219.6,370.2,443.3,219.8,1.0,1.2,0.6
23348,to,0.1,15.9,15.9,15.9,15.9,0.1,0.0,0.0
23349,the,0.6,65.7,81.0,81.0,66.6,0.5,0.1,0.1
23350,"environment,",1.9,186.8,219.1,324.1,175.27333333333334,1.0,0.9,0.5
23351,every,1.2,174.8,185.2,200.0,174.65,1.0,0.2,0.2
23352,two,0.8,120.0,137.0,152.9,112.7,0.6,0.2,0.2
23353,and,0.3,62.3,62.3,62.3,62.3,0.3,0.0,0.0
23354,a,0.2,28.0,28.0,28.0,28.0,0.2,0.0,0.0
23355,half,1.0,156.6,172.9,181.3,148.9,0.8,0.2,0.2
23356,"years,",1.0,106.2,123.1,145.0,112.65,0.8,0.2,0.2
23357,and,0.4,66.0,66.0,66.0,66.0,0.4,0.0,0.0
23358,making,0.5,62.8,62.8,62.8,62.8,0.5,0.0,0.0
23359,those,0.3,53.1,53.1,53.1,53.1,0.3,0.0,0.0
23360,council,1.0,150.5,171.1,183.6,152.8,0.8,0.2,0.2
23361,chairs,1.1,124.1,188.0,200.0,130.65,0.7,0.4,0.4
23362,an,0.3,51.2,51.2,51.2,51.2,0.3,0.0,0.0
23363,'executive,1.6,178.3,257.1,302.0,184.51666666666665,0.9,0.7,0.5
23364,board',1.1,139.3,207.1,207.1,149.55,0.8,0.3,0.3
23365,responsible,1.4,199.1,269.6,269.6,192.9,0.9,0.5,0.5
23366,for,0.1,18.8,18.8,18.8,18.8,0.1,0.0,0.0
23367,the,0.8,134.6,134.6,151.5,151.5,0.8,0.0,0.0
23368,day-to-day,1.3,134.1,192.0,202.2,121.21666666666665,0.8,0.5,0.4
23369,running,0.7,112.9,131.6,131.6,114.05,0.6,0.1,0.1
23370,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23371,the,0.4,51.9,62.4,62.4,51.85,0.3,0.1,0.1
23372,"EU,",0.7,106.2,106.2,106.2,106.2,0.7,0.0,0.0
23373,are,0.7,78.1,78.1,111.5,77.63333333333334,0.5,0.2,0.1
23374,substantive.,2.2,199.5,337.3,431.8,215.51,1.0,1.2,0.7
23375,And,0.3,41.3,41.3,79.3,50.9,0.2,0.1,0.1
23376,what,1.2,176.0,218.0,247.9,158.95,0.7,0.5,0.3
23377,will,1.7,178.1,213.3,316.9,186.95833333333331,0.9,0.8,0.4
23378,shine,0.9,176.8,176.8,195.7,176.15,0.8,0.1,0.1
23379,through,1.0,199.6,216.3,216.3,197.6,0.9,0.1,0.1
23380,is,0.2,44.9,44.9,44.9,44.9,0.2,0.0,0.0
23381,the,1.0,164.2,179.1,197.0,150.4,0.8,0.2,0.2
23382,British,1.5,210.7,282.7,307.0,208.85,1.0,0.5,0.5
23383,belief,1.2,189.5,205.2,225.8,175.9,0.9,0.3,0.3
23384,that,0.5,89.3,89.3,89.3,89.3,0.5,0.0,0.0
23385,it,0.4,79.5,79.5,79.5,79.5,0.4,0.0,0.0
23386,is,0.6,103.5,114.7,114.7,100.5,0.5,0.1,0.1
23387,the,0.9,153.3,172.4,182.8,150.2,0.7,0.2,0.2
23388,ministerial,1.8,213.7,347.6,357.3,203.88333333333333,1.0,0.8,0.6
23389,and,0.3,62.0,62.0,62.0,62.0,0.3,0.0,0.0
23390,prime,0.9,201.5,201.5,201.5,201.5,0.9,0.0,0.0
23391,ministerial,1.3,176.2,203.8,261.1,184.41666666666666,0.9,0.4,0.3
23392,councils,1.6,221.0,291.8,332.4,228.65,1.0,0.6,0.5
23393,that,0.7,103.5,103.5,103.5,103.5,0.7,0.0,0.0
23394,must,0.3,51.7,51.7,51.7,51.7,0.3,0.0,0.0
23395,be,0.2,35.3,35.3,35.3,35.3,0.2,0.0,0.0
23396,strengthened.,1.1,177.0,220.8,220.8,166.55,0.8,0.3,0.3
23397,While,0.7,171.8,171.8,171.8,171.8,0.7,0.0,0.0
23398,there,1.2,114.2,186.6,199.9,111.9,0.7,0.5,0.3
23399,are,0.6,104.1,104.1,104.1,104.1,0.6,0.0,0.0
23400,also,1.0,166.9,166.9,183.8,167.15,0.9,0.1,0.1
23401,ideas,0.9,150.5,150.5,165.0,150.55,0.8,0.1,0.1
23402,for,0.4,74.7,74.7,74.7,74.7,0.4,0.0,0.0
23403,entrenching,2.2,189.6,289.3,424.5,203.15,1.0,1.2,0.7
23404,the,0.4,55.5,55.5,55.5,55.5,0.4,0.0,0.0
23405,European,1.3,206.6,222.9,257.0,174.55,0.9,0.4,0.4
23406,Parliament's,0.8,91.9,137.5,137.5,93.15,0.6,0.2,0.2
23407,rights,0.8,148.2,148.2,148.2,148.2,0.8,0.0,0.0
23408,of,0.4,42.2,52.1,52.1,44.1,0.3,0.1,0.1
23409,"scrutiny,",1.5,309.4,384.0,389.4,277.2,1.0,0.5,0.5
23410,it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23411,is,0.9,114.4,133.6,158.7,109.2,0.6,0.3,0.3
23412,the,0.8,112.9,112.9,146.0,113.2,0.6,0.2,0.2
23413,"councils,",1.2,201.5,235.5,235.5,201.65,1.0,0.2,0.2
23414,composed,1.3,224.7,273.0,290.4,225.45,1.0,0.3,0.3
23415,of,0.1,15.8,15.8,15.8,15.8,0.1,0.0,0.0
23416,representatives,2.4,238.8,389.6,424.0,181.00833333333333,1.0,1.4,0.9
23417,of,0.3,64.5,64.5,64.5,64.5,0.3,0.0,0.0
23418,elected,0.6,90.3,90.3,90.3,90.3,0.6,0.0,0.0
23419,national,1.7,217.2,319.2,379.2,198.48333333333332,0.9,0.8,0.5
23420,"governments,",1.3,197.9,197.9,251.7,195.7,1.0,0.3,0.2
23421,which,0.6,104.8,104.8,123.2,101.3,0.5,0.1,0.1
23422,in,0.5,88.2,88.2,88.2,88.2,0.5,0.0,0.0
23423,British,1.6,215.8,273.7,358.9,213.75,1.0,0.6,0.4
23424,eyes,0.7,112.3,132.9,146.2,110.05,0.5,0.2,0.2
23425,principally,1.8,220.0,328.4,362.3,201.4,1.0,0.8,0.8
23426,give,0.7,120.6,120.6,133.3,113.5,0.6,0.1,0.1
23427,the,0.8,181.4,181.4,181.4,181.4,0.8,0.0,0.0
23428,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23429,democratic,1.0,137.7,168.3,240.5,140.2,0.6,0.4,0.3
23430,legitimacy.,1.4,219.3,242.2,295.3,216.5333333333333,1.0,0.4,0.3
23431,But,0.7,53.6,53.6,99.9,63.666666666666664,0.4,0.3,0.2
23432,if,0.6,148.5,148.5,148.5,148.5,0.6,0.0,0.0
23433,Mr,1.0,104.0,115.4,160.3,107.5,0.6,0.4,0.3
23434,Hain's,1.4,190.0,197.7,245.3,196.125,1.0,0.4,0.2
23435,Fawlty-style,2.7,250.0,597.2,634.0,248.1833333333333,1.0,1.7,0.8
23436,tic,1.0,178.5,199.8,199.8,160.95,0.8,0.2,0.2
23437,did,1.1,170.5,267.2,304.2,186.7,0.7,0.4,0.3
23438,not,1.2,261.6,289.2,306.9,260.05,0.9,0.3,0.2
23439,produce,1.4,176.5,252.9,326.2,188.46666666666667,0.8,0.6,0.5
23440,anything,1.3,175.1,225.2,225.2,178.6,1.0,0.3,0.3
23441,"new,",1.0,111.5,122.1,139.1,109.31666666666668,0.7,0.3,0.2
23442,it,0.3,70.4,70.4,70.4,70.4,0.3,0.0,0.0
23443,was,0.4,95.6,95.6,95.6,95.6,0.4,0.0,0.0
23444,a,0.3,70.5,70.5,70.5,70.5,0.3,0.0,0.0
23445,"reminder,",1.5,207.1,295.7,306.0,206.2,1.0,0.5,0.5
23446,if,0.4,42.4,42.4,95.1,43.56666666666667,0.2,0.2,0.1
23447,"needed,",1.5,184.0,224.0,272.8,187.83333333333331,1.0,0.5,0.4
23448,of,0.5,26.6,26.6,112.8,35.625,0.2,0.3,0.1
23449,how,1.2,136.9,168.8,218.9,122.55,0.7,0.5,0.2
23450,difficult,1.8,184.8,225.7,329.5,190.21666666666667,1.0,0.8,0.6
23451,it,0.1,22.8,22.8,22.8,22.8,0.1,0.0,0.0
23452,is,0.7,122.4,132.8,132.8,118.1,0.6,0.1,0.1
23453,to,0.9,165.7,165.7,155.1,155.1,0.9,0.0,0.0
23454,stay,0.4,61.1,61.1,61.1,61.1,0.4,0.0,0.0
23455,silent,0.5,101.2,101.2,101.2,101.2,0.5,0.0,0.0
23456,about,0.1,27.9,27.9,27.9,27.9,0.1,0.0,0.0
23457,what,1.0,181.4,198.7,198.7,177.55,0.9,0.1,0.1
23458,everyone,1.1,183.5,230.7,230.7,186.3,0.9,0.2,0.2
23459,agrees,1.0,181.9,181.9,198.9,184.7,0.9,0.1,0.1
23460,is,0.5,81.1,81.1,81.1,81.1,0.5,0.0,0.0
23461,by,1.0,110.1,142.1,171.6,108.625,0.6,0.4,0.2
23462,far,0.6,93.4,112.1,112.1,95.6,0.5,0.1,0.1
23463,the,0.6,80.2,80.2,95.3,79.6,0.5,0.1,0.1
23464,biggest,1.4,197.6,301.9,301.9,208.35,1.0,0.4,0.4
23465,decision,0.9,172.2,172.2,172.2,172.2,0.9,0.0,0.0
23466,the,0.8,118.7,142.5,152.6,115.0,0.6,0.2,0.2
23467,government,0.9,152.2,152.2,161.8,145.8,0.8,0.1,0.1
23468,will,0.2,34.1,34.1,34.1,34.1,0.2,0.0,0.0
23469,have,0.3,56.2,56.2,56.2,56.2,0.3,0.0,0.0
23470,to,0.3,42.6,42.6,46.5,46.5,0.3,0.0,0.0
23471,take,0.9,141.3,141.3,182.9,143.96666666666667,0.7,0.2,0.1
23472,in,0.7,57.8,89.4,89.4,61.533333333333324,0.4,0.3,0.2
23473,the,0.7,102.5,131.7,112.3,93.1,0.5,0.2,0.1
23474,coming,1.1,180.5,201.2,201.2,178.3,0.9,0.2,0.2
23475,year,0.5,56.5,56.5,76.8,59.5,0.4,0.1,0.1
23476,-,0.2,36.6,36.6,36.6,36.6,0.2,0.0,0.0
23477,whether,1.2,169.1,193.5,213.7,163.3,0.9,0.3,0.3
23478,to,0.6,106.2,106.2,130.4,111.35,0.5,0.1,0.1
23479,call,0.9,157.2,157.2,182.3,147.35,0.7,0.2,0.2
23480,a,0.2,39.7,39.7,39.7,39.7,0.2,0.0,0.0
23481,referendum,1.9,181.0,264.1,365.1,175.50833333333333,1.0,0.9,0.6
23482,on,0.4,67.6,67.6,67.6,67.6,0.4,0.0,0.0
23483,the,1.2,134.7,195.9,234.2,146.08333333333331,0.8,0.4,0.3
23484,euro.,0.7,71.3,82.7,96.4,66.55,0.5,0.2,0.2
23485,It,0.6,132.6,132.6,156.9,114.45,0.5,0.1,0.1
23486,does,0.3,40.4,40.4,40.4,40.4,0.3,0.0,0.0
23487,not,0.7,158.0,158.0,158.0,158.0,0.7,0.0,0.0
23488,reflect,1.3,156.1,207.8,259.2,167.5,0.8,0.5,0.4
23489,a,0.1,36.5,36.5,36.5,36.5,0.1,0.0,0.0
23490,change,1.3,211.8,225.7,272.5,216.33333333333334,1.0,0.3,0.2
23491,of,0.5,93.7,93.7,93.7,93.7,0.5,0.0,0.0
23492,"policy,",1.2,220.8,244.8,262.5,223.5,1.0,0.2,0.2
23493,which,0.5,92.8,92.8,92.8,92.8,0.5,0.0,0.0
23494,remains,1.4,201.3,271.4,271.4,200.4,1.0,0.4,0.4
23495,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23496,favour,1.2,226.6,256.6,256.6,222.0,1.0,0.2,0.2
23497,of,0.3,67.5,67.5,67.5,67.5,0.3,0.0,0.0
23498,entry,1.2,150.2,173.5,194.5,148.65,0.9,0.3,0.3
23499,in,0.6,89.1,89.1,96.4,81.65,0.5,0.1,0.1
23500,principle,0.6,117.2,123.8,123.8,112.15,0.5,0.1,0.1
23501,but,0.3,40.7,40.7,40.7,40.7,0.3,0.0,0.0
23502,only,0.9,141.6,171.7,177.7,133.95,0.6,0.3,0.2
23503,if,0.2,44.8,44.8,44.8,44.8,0.2,0.0,0.0
23504,and,1.0,78.0,95.0,164.3,87.3,0.5,0.5,0.3
23505,when,0.9,155.8,193.5,200.9,140.75,0.6,0.3,0.3
23506,Mr,0.6,113.0,113.0,113.0,113.0,0.6,0.0,0.0
23507,Brown's,1.1,113.0,113.0,181.6,121.2,0.7,0.4,0.1
23508,five,0.8,134.0,134.0,175.9,149.4,0.7,0.1,0.1
23509,economic,1.6,171.0,263.1,302.7,171.38333333333335,0.9,0.7,0.6
23510,tests,0.7,150.9,201.9,201.9,163.65,0.6,0.1,0.1
23511,are,0.7,113.6,144.9,144.9,111.35,0.5,0.2,0.2
23512,met.,0.7,162.7,178.3,178.3,163.2,0.6,0.1,0.1
23513,"However,",1.5,256.8,357.7,357.7,225.4666666666667,0.8,0.7,0.5
23514,what,0.8,111.6,128.6,151.4,113.2,0.6,0.2,0.2
23515,it,0.6,116.3,116.3,116.3,116.3,0.6,0.0,0.0
23516,does,1.0,120.2,120.2,173.7,122.28333333333333,0.7,0.3,0.2
23517,"reflect,",1.6,170.3,241.3,295.4,179.25,1.0,0.6,0.4
23518,perhaps,1.4,219.2,243.0,248.6,203.86666666666667,1.0,0.4,0.3
23519,"subconsciously,",1.7,247.7,356.8,356.8,236.21666666666664,1.0,0.7,0.5
23520,is,0.2,47.8,47.8,47.8,47.8,0.2,0.0,0.0
23521,a,0.3,63.1,63.1,63.1,63.1,0.3,0.0,0.0
23522,subtle,1.2,213.6,231.1,251.6,216.1,1.0,0.2,0.2
23523,but,0.3,77.4,77.4,77.4,77.4,0.3,0.0,0.0
23524,perceptible,2.1,217.2,403.3,420.7,208.23333333333335,1.0,1.1,0.8
23525,change,1.0,144.5,160.3,160.3,132.95,0.8,0.2,0.2
23526,in,0.1,23.1,23.1,23.1,23.1,0.1,0.0,0.0
23527,the,0.3,27.1,64.8,64.8,41.45,0.2,0.1,0.1
23528,weather.,0.9,154.8,169.8,169.8,154.35,0.8,0.1,0.1
23529,It,0.1,27.1,27.1,27.1,27.1,0.1,0.0,0.0
23530,always,1.2,182.7,182.7,256.6,179.8,0.9,0.3,0.3
23531,used,1.1,123.4,164.1,195.3,120.41666666666666,0.6,0.5,0.4
23532,to,0.8,140.1,140.1,162.5,140.3,0.7,0.1,0.1
23533,be,0.2,51.2,51.2,51.2,51.2,0.2,0.0,0.0
23534,said,1.3,193.0,224.3,249.2,172.4,0.9,0.4,0.4
23535,"(subject,",1.4,218.3,250.1,288.8,205.35,1.0,0.4,0.4
23536,of,0.5,112.1,112.1,112.1,112.1,0.5,0.0,0.0
23537,"course,",1.2,195.4,195.4,227.8,198.0,1.0,0.2,0.2
23538,to,0.4,57.6,57.6,57.6,57.6,0.4,0.0,0.0
23539,the,0.6,101.0,101.0,117.1,92.6,0.5,0.1,0.1
23540,tests),1.1,148.4,183.1,199.3,141.95,0.8,0.3,0.3
23541,that,0.3,52.2,52.2,52.2,52.2,0.3,0.0,0.0
23542,Mr,0.2,42.7,42.7,42.7,42.7,0.2,0.0,0.0
23543,Blair,0.4,63.0,63.0,63.0,63.0,0.4,0.0,0.0
23544,would,0.5,80.1,80.1,80.1,80.1,0.5,0.0,0.0
23545,call,0.9,164.2,164.2,164.2,164.2,0.9,0.0,0.0
23546,a,0.1,13.6,13.6,13.6,13.6,0.1,0.0,0.0
23547,referendum,1.8,227.9,317.3,323.7,203.0,1.0,0.8,0.5
23548,on,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23549,the,0.9,101.7,101.7,147.3,116.8,0.7,0.2,0.2
23550,euro,0.7,135.9,135.9,135.9,135.9,0.7,0.0,0.0
23551,if,0.5,89.9,89.9,89.9,89.9,0.5,0.0,0.0
23552,and,0.5,90.2,90.2,90.2,90.2,0.5,0.0,0.0
23553,when,0.6,142.5,142.5,142.5,142.5,0.6,0.0,0.0
23554,he,0.4,30.3,30.3,47.9,28.9,0.2,0.2,0.1
23555,thought,1.3,172.1,223.0,223.0,162.25,0.9,0.4,0.4
23556,he,0.1,16.6,16.6,16.6,16.6,0.1,0.0,0.0
23557,could,0.3,70.6,70.6,70.6,70.6,0.3,0.0,0.0
23558,win.,0.2,62.1,62.1,62.1,62.1,0.2,0.0,0.0
23559,That,0.4,103.2,103.2,103.2,103.2,0.4,0.0,0.0
23560,no,0.6,100.4,124.1,124.1,94.36666666666666,0.4,0.2,0.1
23561,longer,2.1,206.2,293.8,363.2,203.27999999999997,1.0,1.1,0.4
23562,has,0.5,53.5,67.5,67.5,56.6,0.4,0.1,0.1
23563,much,1.2,222.8,238.9,276.0,220.8,0.9,0.3,0.3
23564,"meaning,",1.1,175.4,186.1,207.7,168.7,0.9,0.2,0.2
23565,if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23566,it,1.0,179.7,199.4,237.8,161.25,0.7,0.3,0.3
23567,ever,1.5,180.2,180.2,279.8,169.95,0.9,0.6,0.4
23568,did.,0.8,129.0,129.0,144.6,126.5,0.7,0.1,0.1
23569,"First,",0.9,197.5,197.5,197.5,197.5,0.9,0.0,0.0
23570,it,0.5,67.6,67.6,67.6,67.6,0.5,0.0,0.0
23571,implies,0.9,124.5,152.4,152.4,119.2,0.7,0.2,0.2
23572,a,0.1,18.2,18.2,18.2,18.2,0.1,0.0,0.0
23573,greater,0.7,156.8,156.8,178.7,147.55,0.6,0.1,0.1
23574,detachment,1.1,167.2,190.5,218.2,182.6,0.9,0.2,0.2
23575,on,0.1,17.0,17.0,17.0,17.0,0.1,0.0,0.0
23576,the,0.8,161.1,166.4,150.1,136.35,0.7,0.1,0.1
23577,Prime,1.1,138.7,138.7,198.5,154.26666666666665,0.8,0.3,0.2
23578,Minister's,1.1,128.3,144.4,169.2,126.1,0.8,0.3,0.3
23579,part,0.7,113.2,121.2,121.2,112.35,0.6,0.1,0.1
23580,than,1.6,164.1,234.1,306.2,157.03333333333333,0.8,0.8,0.7
23581,is,0.6,127.3,127.3,127.3,127.3,0.6,0.0,0.0
23582,justified.,2.4,197.9,326.2,491.4,206.68166666666667,1.0,1.4,0.6
23583,By,0.4,70.0,81.0,81.0,67.6,0.3,0.1,0.1
23584,all,0.9,106.5,124.3,149.6,113.31666666666665,0.6,0.3,0.2
23585,"accounts,",1.6,253.2,382.3,382.3,233.65,1.0,0.6,0.4
23586,Mr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23587,Blair,1.4,193.7,213.5,269.9,203.3,1.0,0.4,0.3
23588,wants,0.9,123.6,160.9,184.7,117.3,0.6,0.3,0.2
23589,it,0.5,122.5,122.5,122.5,122.5,0.5,0.0,0.0
23590,enough,1.3,183.6,231.2,264.3,177.9,0.9,0.4,0.4
23591,to,0.5,89.8,98.0,95.5,83.7,0.4,0.1,0.1
23592,take,0.6,115.3,115.3,139.7,109.8,0.5,0.1,0.1
23593,what,1.0,219.3,219.3,219.3,219.3,1.0,0.0,0.0
23594,he,0.2,31.7,31.7,31.7,31.7,0.2,0.0,0.0
23595,believes,1.1,196.2,196.2,229.8,204.2,1.0,0.1,0.1
23596,is,0.3,72.3,72.3,72.3,72.3,0.3,0.0,0.0
23597,a,0.4,73.3,73.3,73.3,73.3,0.4,0.0,0.0
23598,justifiable,1.5,200.7,267.6,274.0,167.55,0.9,0.6,0.6
23599,risk.,0.4,53.8,75.3,75.3,61.6,0.3,0.1,0.1
23600,He,0.4,80.3,98.9,98.9,81.2,0.3,0.1,0.1
23601,isn't,0.6,161.2,161.2,161.2,161.2,0.6,0.0,0.0
23602,persuaded,1.4,208.2,298.5,298.5,220.65,1.0,0.4,0.3
23603,by,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23604,the,0.7,149.4,156.0,156.0,144.5,0.6,0.1,0.1
23605,argument,1.3,202.8,242.1,253.1,183.55,0.9,0.4,0.4
23606,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23607,shared,1.0,220.0,238.6,238.6,216.55,0.9,0.1,0.1
23608,by,0.5,70.3,70.3,81.7,67.2,0.4,0.1,0.1
23609,a,0.3,80.3,80.3,80.3,80.3,0.3,0.0,0.0
23610,few,0.8,158.6,158.6,172.6,154.5,0.7,0.1,0.1
23611,in,0.4,69.9,69.9,69.9,69.9,0.4,0.0,0.0
23612,Downing,0.9,187.2,187.2,199.9,183.4,0.8,0.1,0.1
23613,Street,0.8,116.1,135.0,135.0,121.15,0.7,0.1,0.1
23614,and,0.5,83.0,83.0,83.0,83.0,0.5,0.0,0.0
23615,many,0.5,121.2,121.2,121.2,121.2,0.5,0.0,0.0
23616,more,0.4,78.4,78.4,78.4,78.4,0.4,0.0,0.0
23617,in,0.3,54.1,54.1,54.1,54.1,0.3,0.0,0.0
23618,the,0.2,27.4,27.4,27.4,27.4,0.2,0.0,0.0
23619,Treasury,1.4,196.8,275.9,275.9,200.95,1.0,0.4,0.4
23620,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23621,that,0.4,50.6,64.9,64.9,51.25,0.3,0.1,0.1
23622,it,0.5,100.3,100.3,100.3,100.3,0.5,0.0,0.0
